source_id,filename,path,sha256,chars,chunks
civil-engineering-pack/raw/laws/건설기술진흥법_시행규칙.txt,건설기술진흥법_시행규칙.txt,raw/laws/건설기술진흥법_시행규칙.txt,a585ff2c356792d7d97b8a1c0449eb0e95a2485686c06378b6789fd7ae589f20,37714,15
civil-engineering-pack/raw/laws/건설기술진흥법_시행령.txt,건설기술진흥법_시행령.txt,raw/laws/건설기술진흥법_시행령.txt,5beac695e2f8970ac1eb65d98f6948ce8e086a167b5aff08a3212acd72f46501,104494,41
civil-engineering-pack/raw/laws/산업안전보건법_건설관련.txt,산업안전보건법_건설관련.txt,raw/laws/산업안전보건법_건설관련.txt,6b4c6ff903875fc4339c0285e840b703fbc99c97beff14bd906801566bc754f5,27608,11
civil-engineering-pack/raw/laws/시설물안전법.txt,시설물안전법.txt,raw/laws/시설물안전법.txt,001d2ef80225dbd5d41e58aa7c111c38affc36dede79c5010f5533a3a85a2128,37336,15
civil-engineering-pack/raw/laws/시설물안전법_시행규칙.txt,시설물안전법_시행규칙.txt,raw/laws/시설물안전법_시행규칙.txt,c8034d2bd130a082813e13602a08c4bdc7547c7e48283253421e10d7daea7282,17596,7
civil-engineering-pack/raw/laws/시설물안전법_시행령.txt,시설물안전법_시행령.txt,raw/laws/시설물안전법_시행령.txt,f745ee7fd9d99c8ee461ab5234e2b32033f1ab7fd54711b3e4b7cdcbf72966d8,24677,11
civil-engineering-pack/raw/standards/KCS_10_10_공통공사_일반사항.txt,KCS_10_10_공통공사_일반사항.txt,raw/standards/KCS_10_10_공통공사_일반사항.txt,6d126aa47e35296316767b6f5a82223ec1d0a89b88f5d24c187d5afada1990fc,2288,1
civil-engineering-pack/raw/standards/KCS_14_20_콘크리트공사.txt,KCS_14_20_콘크리트공사.txt,raw/standards/KCS_14_20_콘크리트공사.txt,d299a87e3b73b417ea2fb277bad08a0f3a0ad99198cd6d0bb8b492b2004a4202,2086,1
civil-engineering-pack/raw/standards/KCS_14_31_강구조공사.txt,KCS_14_31_강구조공사.txt,raw/standards/KCS_14_31_강구조공사.txt,32ecf8c417be424bff5b6dcb9e88840127ea94b4a9dbef3d7688de25c70123a4,2147,1
civil-engineering-pack/raw/standards/KDS_14_20_콘크리트구조.txt,KDS_14_20_콘크리트구조.txt,raw/standards/KDS_14_20_콘크리트구조.txt,c9d62bbf51da45c3b4e06bb90953cfc51eefddeb51916698dbdd1f247a808497,2501,1
civil-engineering-pack/raw/standards/kcs/KCS_11_30_연약지반.txt,KCS_11_30_연약지반.txt,raw/standards/kcs/KCS_11_30_연약지반.txt,a07116dc72e61ded9b23f151e59d35de71f662d4b5bb1453145d50347339f8cb,2278,1
civil-engineering-pack/raw/standards/kcs/KCS_14_20_콘크리트공사.txt,KCS_14_20_콘크리트공사.txt,raw/standards/kcs/KCS_14_20_콘크리트공사.txt,098e5f92e96b6ff8e2d8dc37cbabc03b042eb1f11a3c93fa84aa5751661567f0,3105,2
civil-engineering-pack/raw/standards/kcs/KCS_14_31_강구조공사.txt,KCS_14_31_강구조공사.txt,raw/standards/kcs/KCS_14_31_강구조공사.txt,ddcecb170dc3ffb578085fdbfa100659e588ce8b7c120fed771312c56fe95c17,3200,2
civil-engineering-pack/raw/standards/kcs/KCS_21_50_거푸집동바리.txt,KCS_21_50_거푸집동바리.txt,raw/standards/kcs/KCS_21_50_거푸집동바리.txt,a768bb5bdcc2190ffc6b5ed97c67ad6db36d20d645f8279b5cfd5af5dd824e53,2332,1
civil-engineering-pack/raw/standards/kcs/KCS_21_60_비계가시설.txt,KCS_21_60_비계가시설.txt,raw/standards/kcs/KCS_21_60_비계가시설.txt,9cd5a14da645ac9223e02ee919072e7df77fd99ed433ff329a7290c045fbe873,2451,1
civil-engineering-pack/raw/standards/ks/KS_B_0801_인장시험편.txt,KS_B_0801_인장시험편.txt,raw/standards/ks/KS_B_0801_인장시험편.txt,6f8532df2af346f691da25da0cf2030ceac1d0f20b94afcacc64de109e71c9fe,1093,1
civil-engineering-pack/raw/standards/ks/KS_B_0802_인장시험방법.txt,KS_B_0802_인장시험방법.txt,raw/standards/ks/KS_B_0802_인장시험방법.txt,ab532df6720d55d3f864d7ce16467cfd0b265f4760740c67761f9978a0bcafe9,1229,1
civil-engineering-pack/raw/standards/ks/KS_B_0896_강용접부UT.txt,KS_B_0896_강용접부UT.txt,raw/standards/ks/KS_B_0896_강용접부UT.txt,acbb48a7b7e9c7a0887dd125acca1a109479bf6d1ecea192826511dadcf842a7,1406,1
